ZONA_O,H_SAIDA,FE_VIA
Jaguaré,7,5546
Jaguaré,8,4210
Jaguaré,9,2305
Jaguaré,10,416
Jaguaré,11,2503
Jaguaré,12,6653
Jaguaré,13,1367
Jaguaré,14,2623
Jaguaré,15,2433
Jaguaré,16,3478
Jaguaré,17,11117
Jaguaré,18,6899
Jaguaré,19,2504
Jaguaré,20,2490
Jaguaré,21,218
Jaguaré,22,3355
Jaguaré,23,1300
Jandira,4,1341
Jandira,5,5851
Jandira,6,26106
Jandira,7,18447
Jandira,8,7818
Jandira,9,5406
Jandira,10,2285
Jandira,11,14736
Jandira,12,23499
Jandira,13,5429
Jandira,14,4677
Jandira,15,3857
Jandira,16,7315
Jandira,17,8969
Jandira,18,6009
Jandira,19,1046
Jandira,20,269
Jandira,21,1611
Jandira,22,3526
Jandira,23,1166
Jardim Adalgiza,2,191
Jardim Adalgiza,4,348
Jardim Adalgiza,5,3057
Jardim Adalgiza,6,9877
Jardim Adalgiza,7,12986
Jardim Adalgiza,8,4108
Jardim Adalgiza,9,1889
Jardim Adalgiza,10,813
Jardim Adalgiza,11,3035
Jardim Adalgiza,12,5764
Jardim Adalgiza,13,3788
Jardim Adalgiza,14,2059
Jardim Adalgiza,15,1470
Jardim Adalgiza,16,530
Jardim Adalgiza,17,3276
Jardim Adalgiza,18,3750
Jardim Adalgiza,19,1270
Jardim Adalgiza,20,802
Jardim Adalgiza,21,667
Jardim Adalgiza,22,1081
Jardim Aeroporto,4,122
Jardim Aeroporto,5,395
Jardim Aeroporto,6,3570
Jardim Aeroporto,7,4717
Jardim Aeroporto,8,2132
Jardim Aeroporto,9,2007
Jardim Aeroporto,10,1251
Jardim Aeroporto,11,811
Jardim Aeroporto,12,5328
Jardim Aeroporto,13,1638
Jardim Aeroporto,14,1545
Jardim Aeroporto,15,2479
Jardim Aeroporto,16,2818
Jardim Aeroporto,17,6091
Jardim Aeroporto,18,3536
Jardim Aeroporto,19,1267
Jardim Aeroporto,20,1043
Jardim Aeroporto,21,333
Jardim Aeroporto,22,120
Jardim Aeroporto,23,78
Jardim Anália Franco,1,326
Jardim Anália Franco,2,159
Jardim Anália Franco,3,273
Jardim Anália Franco,5,749
Jardim Anália Franco,6,6540
Jardim Anália Franco,7,8161
Jardim Anália Franco,8,4039
Jardim Anália Franco,9,1645
Jardim Anália Franco,10,3470
Jardim Anália Franco,11,5453
Jardim Anália Franco,12,11407
Jardim Anália Franco,13,8979
Jardim Anália Franco,14,3436
Jardim Anália Franco,15,2991
Jardim Anália Franco,16,2289
Jardim Anália Franco,17,4227
Jardim Anália Franco,18,11219
Jardim Anália Franco,19,2848
Jardim Anália Franco,20,1076
Jardim Anália Franco,21,2641
Jardim Anália Franco,22,6298
Jardim Anália Franco,23,3937
Jardim Belval,0,151
Jardim Belval,4,186
Jardim Belval,5,534
Jardim Belval,6,3698
Jardim Belval,7,3395
Jardim Belval,8,1711
Jardim Belval,9,1529
Jardim Belval,10,1088
Jardim Belval,11,4333
Jardim Belval,12,4448
Jardim Belval,13,1625
Jardim Belval,14,2577
Jardim Belval,15,1741
Jardim Belval,16,1508
Jardim Belval,17,4264
Jardim Belval,18,5611
Jardim Belval,19,192
Jardim Belval,21,1498
Jardim Belval,22,151
Jardim Belval,23,2374
Jardim Bom Clima,4,2152
Jardim Bom Clima,5,3702
Jardim Bom Clima,6,22025
Jardim Bom Clima,7,15677
Jardim Bom Clima,8,13805
Jardim Bom Clima,9,5301
Jardim Bom Clima,10,2364
Jardim Bom Clima,11,10426
Jardim Bom Clima,12,22125
Jardim Bom Clima,13,10648
Jardim Bom Clima,14,5189
Jardim Bom Clima,15,675
Jardim Bom Clima,16,11223
Jardim Bom Clima,17,11798
Jardim Bom Clima,18,14969
Jardim Bom Clima,19,5696
Jardim Bom Clima,20,274
Jardim Bom Clima,21,1773
Jardim Bom Clima,23,118
Jardim Bonfiglioli,0,198
Jardim Bonfiglioli,5,1304
Jardim Bonfiglioli,6,7831
Jardim Bonfiglioli,7,8981
Jardim Bonfiglioli,8,8167
Jardim Bonfiglioli,9,2872
Jardim Bonfiglioli,10,2031
Jardim Bonfiglioli,11,2133
Jardim Bonfiglioli,12,5084
Jardim Bonfiglioli,13,3395
Jardim Bonfiglioli,14,2787
Jardim Bonfiglioli,15,810
Jardim Bonfiglioli,16,2953
Jardim Bonfiglioli,17,6840
Jardim Bonfiglioli,18,7178
Jardim Bonfiglioli,19,2787
Jardim Bonfiglioli,20,2660
Jardim Bonfiglioli,21,516
Jardim Bonfiglioli,22,317
Jardim Bonfiglioli,23,816
Jardim Brasil,1,1456
Jardim Brasil,5,1791
Jardim Brasil,6,16605
Jardim Brasil,7,5393
Jardim Brasil,8,5348
Jardim Brasil,9,2141
Jardim Brasil,10,1153
Jardim Brasil,11,4091
Jardim Brasil,12,11030
Jardim Brasil,13,5536
Jardim Brasil,14,6108
Jardim Brasil,15,4357
Jardim Brasil,16,4214
Jardim Brasil,17,11800
Jardim Brasil,18,10614
Jardim Brasil,19,2419
Jardim Brasil,20,3105
Jardim Brasil,21,1094
Jardim Brasil,22,1785
Jardim Brasil,23,1914
Jardim Cambará,0,411
Jardim Cambará,5,4448
Jardim Cambará,6,8261
Jardim Cambará,7,6636
Jardim Cambará,8,4793
Jardim Cambará,9,1150
Jardim Cambará,10,805
Jardim Cambará,11,6230
Jardim Cambará,12,5546
Jardim Cambará,13,4169
Jardim Cambará,14,2325
Jardim Cambará,15,1999
Jardim Cambará,16,2844
Jardim Cambará,17,5915
Jardim Cambará,18,9608
Jardim Cambará,19,1087
Jardim Cambará,20,1890
Jardim Cambará,21,942
Jardim Cambará,22,901
Jardim Cambará,23,244
Jardim Capela,0,298
Jardim Capela,4,6127
Jardim Capela,5,13547
Jardim Capela,6,23463
Jardim Capela,7,14157
Jardim Capela,8,6694
Jardim Capela,9,2782
Jardim Capela,10,6503
Jardim Capela,11,5081
Jardim Capela,12,19139
Jardim Capela,13,5030
Jardim Capela,14,2910
Jardim Capela,15,948
Jardim Capela,16,6527
Jardim Capela,17,6697
Jardim Capela,18,11694
Jardim Capela,19,8478
Jardim Capela,20,1663
Jardim Capela,21,1875
Jardim Capela,22,1723
Jardim Capela,23,1131
Jardim Caxingui,0,77
Jardim Caxingui,2,56
Jardim Caxingui,4,77
Jardim Caxingui,6,2597
Jardim Caxingui,7,1945
Jardim Caxingui,8,2165
Jardim Caxingui,9,1172
Jardim Caxingui,10,725
Jardim Caxingui,11,2905
Jardim Caxingui,12,3610
Jardim Caxingui,13,1514
Jardim Caxingui,14,1040
Jardim Caxingui,15,993
Jardim Caxingui,16,1355
Jardim Caxingui,17,3423
Jardim Caxingui,18,3921
Jardim Caxingui,19,751
Jardim Caxingui,20,505
Jardim Caxingui,21,125
Jardim Caxingui,22,982
Jardim Caxingui,23,77
Jardim Colorado,4,1560
Jardim Colorado,5,2591
Jardim Colorado,6,12958
Jardim Colorado,7,10144
Jardim Colorado,8,5366
Jardim Colorado,9,1529
Jardim Colorado,10,564
Jardim Colorado,11,3546
Jardim Colorado,12,6396
Jardim Colorado,13,5993
Jardim Colorado,14,1782
Jardim Colorado,15,4929
Jardim Colorado,16,3691
Jardim Colorado,17,6500
Jardim Colorado,18,8489
Jardim Colorado,19,4589
Jardim Colorado,20,1920
Jardim Colorado,21,1495
Jardim Colorado,23,427
Jardim Damasceno,1,406
Jardim Damasceno,4,1551
Jardim Damasceno,5,6121
Jardim Damasceno,6,21961
Jardim Damasceno,7,10034
Jardim Damasceno,8,2601
Jardim Damasceno,9,1621
Jardim Damasceno,10,1292
Jardim Damasceno,11,3085
Jardim Damasceno,12,11363
Jardim Damasceno,13,6550
Jardim Damasceno,14,3507
Jardim Damasceno,15,3506
Jardim Damasceno,16,3881
Jardim Damasceno,17,2690
Jardim Damasceno,18,7604
Jardim Damasceno,19,2563
Jardim Damasceno,20,1392
Jardim Damasceno,21,1052
Jardim Damasceno,22,1725
Jardim Damasceno,23,152
Jardim Ester Yolanda,3,97
Jardim Ester Yolanda,4,46
Jardim Ester Yolanda,5,2015
Jardim Ester Yolanda,6,6930
Jardim Ester Yolanda,7,13994
Jardim Ester Yolanda,8,3771
Jardim Ester Yolanda,9,2962
Jardim Ester Yolanda,10,666
Jardim Ester Yolanda,11,4016
Jardim Ester Yolanda,12,8157
Jardim Ester Yolanda,13,5266
Jardim Ester Yolanda,14,2539
Jardim Ester Yolanda,15,1921
Jardim Ester Yolanda,16,3990
Jardim Ester Yolanda,17,5386
Jardim Ester Yolanda,18,2901
Jardim Ester Yolanda,19,2603
Jardim Ester Yolanda,20,685
Jardim Ester Yolanda,21,280
Jardim Ester Yolanda,22,353
Jardim Ester Yolanda,23,195
Jardim Europa,0,389
Jardim Europa,1,39
Jardim Europa,4,111
Jardim Europa,5,605
Jardim Europa,6,1668
Jardim Europa,7,2831
Jardim Europa,8,2353
Jardim Europa,9,1734
Jardim Europa,10,2128
Jardim Europa,11,2877
Jardim Europa,12,6480
Jardim Europa,13,10623
Jardim Europa,14,4315
Jardim Europa,15,2476
Jardim Europa,16,7995
Jardim Europa,17,11605
Jardim Europa,18,10888
Jardim Europa,19,7393
Jardim Europa,20,2270
Jardim Europa,21,3192
Jardim Europa,22,4368
Jardim Europa,23,1084
Jardim Graziella,4,1045
Jardim Graziella,5,771
Jardim Graziella,6,3078
Jardim Graziella,7,2414
Jardim Graziella,8,123
Jardim Graziella,9,897
Jardim Graziella,10,1084
Jardim Graziella,11,2361
Jardim Graziella,12,3030
Jardim Graziella,13,902
Jardim Graziella,14,123
Jardim Graziella,15,1233
Jardim Graziella,16,1759
Jardim Graziella,17,2729
Jardim Graziella,18,1772
Jardim Graziella,19,1065
Jardim Graziella,20,91
Jardim Graziella,21,155
Jardim Graziella,23,69
Jardim Guapira,0,152
Jardim Guapira,3,885
Jardim Guapira,4,1767
Jardim Guapira,5,7353
Jardim Guapira,6,20566
Jardim Guapira,7,15209
Jardim Guapira,8,5894
Jardim Guapira,9,4972
Jardim Guapira,10,8806
Jardim Guapira,11,6112
Jardim Guapira,12,27280
Jardim Guapira,13,17012
Jardim Guapira,14,4974
Jardim Guapira,15,6495
Jardim Guapira,16,2933
Jardim Guapira,17,20299
Jardim Guapira,18,15820
Jardim Guapira,19,7218
Jardim Guapira,20,1158
Jardim Guapira,22,4129
Jardim Helena,0,461
Jardim Helena,4,324
Jardim Helena,5,3821
Jardim Helena,6,27363
Jardim Helena,7,15674
Jardim Helena,8,5291
Jardim Helena,9,4003
Jardim Helena,10,457
Jardim Helena,11,9915
Jardim Helena,12,30203
Jardim Helena,13,13069
Jardim Helena,14,1731
Jardim Helena,15,5538
Jardim Helena,16,3194
Jardim Helena,17,7879
Jardim Helena,18,24428
Jardim Helena,19,4770
Jardim Helena,20,299
Jardim Helena,21,2726
Jardim Helena,22,3089
Jardim Helena,23,1209
Jardim Irapuã,0,439
Jardim Irapuã,4,732
Jardim Irapuã,5,5070
Jardim Irapuã,6,15332
Jardim Irapuã,7,8891
Jardim Irapuã,8,1477
Jardim Irapuã,9,3247
Jardim Irapuã,10,1729
Jardim Irapuã,11,6712
Jardim Irapuã,12,6521
Jardim Irapuã,13,4138
Jardim Irapuã,14,3596
Jardim Irapuã,15,1468
Jardim Irapuã,16,3055
Jardim Irapuã,17,4209
Jardim Irapuã,18,7448
Jardim Irapuã,19,1479
Jardim Irapuã,21,834
Jardim Irapuã,22,834
Jardim Irapuã,23,1106
Jardim Japão,4,546
Jardim Japão,5,2722
Jardim Japão,6,6455
Jardim Japão,7,2723
Jardim Japão,8,2432
Jardim Japão,9,4023
Jardim Japão,10,2805
Jardim Japão,11,1607
Jardim Japão,12,5470
Jardim Japão,13,5636
Jardim Japão,14,1906
Jardim Japão,15,1384
Jardim Japão,16,1790
Jardim Japão,17,3202
Jardim Japão,18,7795
Jardim Japão,19,3221
Jardim Japão,21,945
Jardim Japão,22,372
Jardim Japão,23,437
Jardim João XXIII,1,225
Jardim João XXIII,4,2268
Jardim João XXIII,5,2465
Jardim João XXIII,6,11516
Jardim João XXIII,7,8538
Jardim João XXIII,8,2080
Jardim João XXIII,9,2781
Jardim João XXIII,10,1306
Jardim João XXIII,11,4745
Jardim João XXIII,12,8069
Jardim João XXIII,13,5985
Jardim João XXIII,14,2128
Jardim João XXIII,15,6636
Jardim João XXIII,16,6389
Jardim João XXIII,17,7397
Jardim João XXIII,18,5640
Jardim João XXIII,19,1717
Jardim João XXIII,20,1542
Jardim João XXIII,21,237
Jardim Jussara,5,731
Jardim Jussara,6,3998
Jardim Jussara,7,5577
Jardim Jussara,8,3308
Jardim Jussara,9,1964
Jardim Jussara,10,1142
Jardim Jussara,11,2042
Jardim Jussara,12,6584
Jardim Jussara,13,5823
Jardim Jussara,14,933
Jardim Jussara,15,824
Jardim Jussara,16,2031
Jardim Jussara,17,5051
Jardim Jussara,18,6199
Jardim Jussara,19,1286
Jardim Jussara,20,2367
Jardim Jussara,21,1061
Jardim Jussara,22,706
Jardim Luzitânia,5,11
Jardim Luzitânia,6,240
Jardim Luzitânia,7,1824
Jardim Luzitânia,8,1461
Jardim Luzitânia,9,1801
Jardim Luzitânia,10,1076
Jardim Luzitânia,11,3157
Jardim Luzitânia,12,4051
Jardim Luzitânia,13,2764
Jardim Luzitânia,14,1431
Jardim Luzitânia,15,3522
Jardim Luzitânia,16,2208
Jardim Luzitânia,17,7791
Jardim Luzitânia,18,4778
Jardim Luzitânia,19,1266
Jardim Luzitânia,20,192
Jardim Luzitânia,21,46
Jardim Luzitânia,22,513
Jardim Luzitânia,23,11
Jardim Maria do Carmo,4,425
Jardim Maria do Carmo,5,2183
Jardim Maria do Carmo,6,8439
Jardim Maria do Carmo,7,7294
Jardim Maria do Carmo,8,5852
Jardim Maria do Carmo,9,3166
Jardim Maria do Carmo,10,4432
Jardim Maria do Carmo,11,5104
Jardim Maria do Carmo,12,6933
Jardim Maria do Carmo,13,4096
Jardim Maria do Carmo,14,1016
Jardim Maria do Carmo,15,1497
Jardim Maria do Carmo,16,997
Jardim Maria do Carmo,17,5851
Jardim Maria do Carmo,18,2432
Jardim Maria do Carmo,19,2104
Jardim Maria do Carmo,20,642
Jardim Maria do Carmo,21,369
Jardim Maria do Carmo,22,601
Jardim Miriam,0,250
Jardim Miriam,3,453
Jardim Miriam,4,2612
Jardim Miriam,5,7346
Jardim Miriam,6,33495
Jardim Miriam,7,25118
Jardim Miriam,8,9516
Jardim Miriam,9,4322
Jardim Miriam,10,6451
Jardim Miriam,11,10872
Jardim Miriam,12,24887
Jardim Miriam,13,14958
Jardim Miriam,14,6849
Jardim Miriam,15,4431
Jardim Miriam,16,7824
Jardim Miriam,17,14489
Jardim Miriam,18,22379
Jardim Miriam,19,7952
Jardim Miriam,20,2839
Jardim Miriam,21,850
Jardim Miriam,22,1353
Jardim Miriam,23,432
Jardim Mitsutani,0,2271
Jardim Mitsutani,4,1041
Jardim Mitsutani,5,3419
Jardim Mitsutani,6,16351
Jardim Mitsutani,7,14057
Jardim Mitsutani,8,3267
Jardim Mitsutani,9,3829
Jardim Mitsutani,10,1876
Jardim Mitsutani,11,8989
Jardim Mitsutani,12,7509
Jardim Mitsutani,13,4639
Jardim Mitsutani,14,2736
Jardim Mitsutani,15,3425
Jardim Mitsutani,16,801
Jardim Mitsutani,17,12096
Jardim Mitsutani,18,8176
Jardim Mitsutani,19,890
Jardim Mitsutani,20,200
Jardim Mitsutani,21,318
Jardim Mitsutani,22,829
Jardim Mitsutani,23,834
Jardim Mutinga,0,399
Jardim Mutinga,4,206
Jardim Mutinga,5,2177
Jardim Mutinga,6,7502
Jardim Mutinga,7,4953
Jardim Mutinga,8,2705
Jardim Mutinga,9,1651
Jardim Mutinga,10,2453
Jardim Mutinga,11,3817
Jardim Mutinga,12,7001
Jardim Mutinga,13,4593
Jardim Mutinga,14,3256
Jardim Mutinga,15,2523
Jardim Mutinga,16,2603
Jardim Mutinga,17,5359
Jardim Mutinga,18,3017
Jardim Mutinga,19,2313
Jardim Mutinga,20,85
Jardim Mutinga,21,127
Jardim Mutinga,22,1580
Jardim Mutinga,23,303
Jardim Novo Osasco,4,912
Jardim Novo Osasco,5,1187
Jardim Novo Osasco,6,12242
Jardim Novo Osasco,7,12684
Jardim Novo Osasco,8,4261
Jardim Novo Osasco,9,1107
Jardim Novo Osasco,10,4448
Jardim Novo Osasco,11,5642
Jardim Novo Osasco,12,10287
Jardim Novo Osasco,13,4831
Jardim Novo Osasco,14,2136
Jardim Novo Osasco,15,1904
Jardim Novo Osasco,16,4225
Jardim Novo Osasco,17,5152
Jardim Novo Osasco,18,5149
Jardim Novo Osasco,19,3845
Jardim Novo Osasco,20,4063
Jardim Novo Osasco,22,2212
Jardim Paulistano,0,471
Jardim Paulistano,1,558
Jardim Paulistano,2,21
Jardim Paulistano,5,357
Jardim Paulistano,6,3209
Jardim Paulistano,7,3777
Jardim Paulistano,8,5726
Jardim Paulistano,9,3700
Jardim Paulistano,10,1445
Jardim Paulistano,11,1551
Jardim Paulistano,12,9567
Jardim Paulistano,13,5729
Jardim Paulistano,14,3847
Jardim Paulistano,15,3399
Jardim Paulistano,16,6310
Jardim Paulistano,17,10259
Jardim Paulistano,18,8102
Jardim Paulistano,19,4742
Jardim Paulistano,20,4598
Jardim Paulistano,21,1364
Jardim Paulistano,22,1442
Jardim Paulistano,23,673
Jardim Peri,2,338
Jardim Peri,4,298
Jardim Peri,5,3139
Jardim Peri,6,17586
Jardim Peri,7,10826
Jardim Peri,8,3846
Jardim Peri,9,3433
Jardim Peri,10,6173
Jardim Peri,11,3942
Jardim Peri,12,11513
Jardim Peri,13,6536
Jardim Peri,14,1372
Jardim Peri,15,2543
Jardim Peri,16,6522
Jardim Peri,17,7513
Jardim Peri,18,4748
Jardim Peri,19,2556
Jardim Peri,20,589
Jardim Peri,21,1549
Jardim Peri,22,2203
Jardim Peri,23,639
Jardim Petrópolis,0,53
Jardim Petrópolis,4,17
Jardim Petrópolis,5,40
Jardim Petrópolis,6,1841
Jardim Petrópolis,7,820
Jardim Petrópolis,8,732
Jardim Petrópolis,9,16
Jardim Petrópolis,10,119
Jardim Petrópolis,11,76
Jardim Petrópolis,12,1379
Jardim Petrópolis,13,284
Jardim Petrópolis,15,40
Jardim Petrópolis,16,592
Jardim Petrópolis,17,442
Jardim Petrópolis,18,209
Jardim Piratininga,0,65
Jardim Piratininga,4,177
Jardim Piratininga,5,455
Jardim Piratininga,6,2227
Jardim Piratininga,7,2831
Jardim Piratininga,8,970
Jardim Piratininga,9,518
Jardim Piratininga,10,614
Jardim Piratininga,11,1204
Jardim Piratininga,12,3197
Jardim Piratininga,13,1058
Jardim Piratininga,14,458
Jardim Piratininga,15,432
Jardim Piratininga,16,1117
Jardim Piratininga,17,2478
Jardim Piratininga,18,1526
Jardim Piratininga,19,1457
Jardim Piratininga,20,67
Jardim Piratininga,21,262
Jardim Piratininga,22,387
Jardim Piratininga,23,429
Jardim Planalto,0,96
Jardim Planalto,4,1164
Jardim Planalto,5,4678
Jardim Planalto,6,21576
Jardim Planalto,7,11561
Jardim Planalto,8,6099
Jardim Planalto,9,1858
Jardim Planalto,10,1420
Jardim Planalto,11,8394
Jardim Planalto,12,14626
Jardim Planalto,13,6631
Jardim Planalto,14,5201
Jardim Planalto,15,958
Jardim Planalto,16,2246
Jardim Planalto,17,12365
Jardim Planalto,18,10453
Jardim Planalto,19,3472
Jardim Planalto,20,96
Jardim Planalto,21,566
Jardim Planalto,22,779
Jardim Planalto,23,1596
Jardim Presidente,4,2248
Jardim Presidente,5,3797
Jardim Presidente,6,23544
Jardim Presidente,7,14543
Jardim Presidente,8,4629
Jardim Presidente,9,7208
Jardim Presidente,10,5995
Jardim Presidente,11,8022
Jardim Presidente,12,11190
Jardim Presidente,13,4915
Jardim Presidente,14,4071
Jardim Presidente,15,3568
Jardim Presidente,16,3934
Jardim Presidente,17,10086
Jardim Presidente,18,11969
Jardim Presidente,19,1353
Jardim Presidente,20,8109
Jardim Presidente,21,2417
Jardim Presidente,22,1602
Jardim Presidente Dutra,4,3383
Jardim Presidente Dutra,5,3034
Jardim Presidente Dutra,6,16107
Jardim Presidente Dutra,7,14069
Jardim Presidente Dutra,8,2508
Jardim Presidente Dutra,9,2927
Jardim Presidente Dutra,10,2641
Jardim Presidente Dutra,11,11346
Jardim Presidente Dutra,12,21207
Jardim Presidente Dutra,13,7283
Jardim Presidente Dutra,14,5284
Jardim Presidente Dutra,16,2179
Jardim Presidente Dutra,17,16727
Jardim Presidente Dutra,18,8121
Jardim Presidente Dutra,19,3334
Jardim Presidente Dutra,20,487
Jardim Presidente Dutra,21,32
Jardim Presidente Dutra,22,5162
Jardim Presidente Dutra,23,2147
Jardim Previdência,2,375
Jardim Previdência,4,154
Jardim Previdência,5,199
Jardim Previdência,6,1912
Jardim Previdência,7,7780
Jardim Previdência,8,1930
Jardim Previdência,9,918
Jardim Previdência,10,1763
Jardim Previdência,11,2352
Jardim Previdência,12,7057
Jardim Previdência,13,4510
Jardim Previdência,14,2039
Jardim Previdência,15,176
Jardim Previdência,16,406
Jardim Previdência,17,3608
Jardim Previdência,18,5838
Jardim Previdência,19,759
Jardim Previdência,20,1297
Jardim Previdência,21,237
Jardim Previdência,22,170
Jardim Previdência,23,1468
Jardim Primavera,0,55
Jardim Primavera,5,588
Jardim Primavera,6,8870
Jardim Primavera,7,3902
Jardim Primavera,8,1855
Jardim Primavera,9,2580
Jardim Primavera,10,1845
Jardim Primavera,11,1758
Jardim Primavera,12,10288
Jardim Primavera,13,4125
Jardim Primavera,14,1662
Jardim Primavera,15,2165
Jardim Primavera,16,3961
Jardim Primavera,17,6006
Jardim Primavera,18,5356
Jardim Primavera,19,2306
Jardim Primavera,20,1366
Jardim Primavera,21,2245
Jardim Primavera,22,491
Jardim Primavera,23,669
Jardim Represa,4,315
Jardim Represa,5,341
Jardim Represa,6,4928
Jardim Represa,7,5445
Jardim Represa,8,1430
Jardim Represa,9,796
Jardim Represa,10,2072
Jardim Represa,11,1968
Jardim Represa,12,6508
Jardim Represa,13,5412
Jardim Represa,14,1261
Jardim Represa,15,741
Jardim Represa,16,6216
Jardim Represa,17,2755
Jardim Represa,18,4035
Jardim Represa,19,293
Jardim Represa,22,3242
Jardim Represa,23,2076
Jardim Robru,4,3114
Jardim Robru,5,4078
Jardim Robru,6,19275
Jardim Robru,7,10285
Jardim Robru,8,7004
Jardim Robru,9,2099
Jardim Robru,10,4433
Jardim Robru,11,5366
Jardim Robru,12,10785
Jardim Robru,13,5919
Jardim Robru,14,1654
Jardim Robru,15,1033
Jardim Robru,16,6282
Jardim Robru,17,2369
Jardim Robru,18,6654
Jardim Robru,19,1999
Jardim Robru,20,933
Jardim Robru,22,1907
Jardim Romano,0,297
Jardim Romano,4,1448
Jardim Romano,5,1564
Jardim Romano,6,9677
Jardim Romano,7,5256
Jardim Romano,8,2665
Jardim Romano,9,3676
Jardim Romano,10,1413
Jardim Romano,11,3162
Jardim Romano,12,4577
Jardim Romano,13,3443
Jardim Romano,14,942
Jardim Romano,15,1714
Jardim Romano,16,3060
Jardim Romano,17,3162
Jardim Romano,18,3033
Jardim Romano,19,1864
Jardim Romano,20,653
Jardim Romano,21,660
Jardim Romano,23,458
Jardim Santa Clara,0,259
Jardim Santa Clara,4,2246
Jardim Santa Clara,5,3529
Jardim Santa Clara,6,17460
Jardim Santa Clara,7,15066
Jardim Santa Clara,8,3150
Jardim Santa Clara,9,4247
Jardim Santa Clara,10,3470
Jardim Santa Clara,11,9923
Jardim Santa Clara,12,13048
Jardim Santa Clara,13,3606
Jardim Santa Clara,14,3573
Jardim Santa Clara,15,1498
Jardim Santa Clara,16,749
Jardim Santa Clara,17,4749
Jardim Santa Clara,18,14529
Jardim Santa Clara,19,2518
Jardim Santa Clara,21,831
Jardim Santa Clara,22,495
Jardim Santa Clara,23,749
Jardim Santa Luzia,3,80
Jardim Santa Luzia,4,336
Jardim Santa Luzia,5,802
Jardim Santa Luzia,6,4534
Jardim Santa Luzia,7,3153
Jardim Santa Luzia,8,1672
Jardim Santa Luzia,9,1373
Jardim Santa Luzia,10,832
Jardim Santa Luzia,11,1456
Jardim Santa Luzia,12,3366
Jardim Santa Luzia,13,743
Jardim Santa Luzia,14,1841
Jardim Santa Luzia,15,856
Jardim Santa Luzia,16,1021
Jardim Santa Luzia,17,1196
Jardim Santa Luzia,18,1656
Jardim Santa Luzia,19,722
Jardim Santa Luzia,20,158
Jardim Santa Luzia,21,63
Jardim Santa Luzia,22,519
Jardim Santa Luzia,23,146
Jardim Silveira,0,701
Jardim Silveira,3,472
Jardim Silveira,4,3499
Jardim Silveira,5,3856
Jardim Silveira,6,13928
Jardim Silveira,7,10114
Jardim Silveira,8,2656
Jardim Silveira,9,3232
Jardim Silveira,10,1354
Jardim Silveira,11,7973
Jardim Silveira,12,15420
Jardim Silveira,13,2937
Jardim Silveira,14,1964
Jardim Silveira,15,237
Jardim Silveira,16,6356
Jardim Silveira,17,15320
Jardim Silveira,18,6873
Jardim Silveira,19,1473
Jardim Silveira,20,3544
Jardim Silveira,21,1235
Jardim Silveira,22,3327
Jardim Silveira,23,648
Jardim São José,4,739
Jardim São José,5,1197
Jardim São José,6,5155
Jardim São José,7,4259
Jardim São José,8,2027
Jardim São José,9,1441
Jardim São José,10,837
Jardim São José,11,2235
Jardim São José,12,5098
Jardim São José,13,2564
Jardim São José,14,462
Jardim São José,15,528
Jardim São José,16,2342
Jardim São José,17,1335
Jardim São José,18,1962
Jardim São José,19,867
Jardim São José,20,894
Jardim São José,21,248
Jardim São José,22,73
Jardim São Luís,0,569
Jardim São Luís,1,480
Jardim São Luís,4,2105
Jardim São Luís,5,2127
Jardim São Luís,6,25166
Jardim São Luís,7,15602
Jardim São Luís,8,5951
Jardim São Luís,9,3688
Jardim São Luís,10,4083
Jardim São Luís,11,9251
Jardim São Luís,12,17783
Jardim São Luís,13,7256
Jardim São Luís,14,4550
Jardim São Luís,15,1772
Jardim São Luís,16,10430
Jardim São Luís,17,14801
Jardim São Luís,18,19114
Jardim São Luís,19,6969
Jardim São Luís,20,2918
Jardim São Luís,21,1886
Jardim São Luís,22,5397
Jardim São Luís,23,1042
Jardim São Paulo,1,500
Jardim São Paulo,5,2963
Jardim São Paulo,6,6830
Jardim São Paulo,7,8731
Jardim São Paulo,8,2927
